symbol,name,exchange,gatewayName,productClass,size,priceTick,longMarginRatio,shortMarginRatio
TA804,精对苯二甲酸804,CZCE,CTP,期货,5,2.0,0.06,0.06
m1801-P-2500,m1801-P-2500,DCE,CTP,期权,10,0.5,0.0,0.0
cu1707C44500,cu1707C44500,INE,CTP,期权,5,1.0,,
SPD SM709&SM801,跨期套利-SM709/SM801,CZCE,CTP,组合,1,2.0,0.0,0.0
fu1707,燃料油1707,SHFE,CTP,期货,50,1.0,0.2,0.2
jd1708,鲜鸡蛋1708,DCE,CTP,期货,10,1.0,0.08,0.08
jd1709,鲜鸡蛋1709,DCE,CTP,期货,10,1.0,0.08,0.08
SR809C6700,白糖809买权,CZCE,CTP,期权,10,0.5,0.0,0.0
jd1705,鲜鸡蛋1705,DCE,CTP,期货,10,1.0,,
jd1706,鲜鸡蛋1706,DCE,CTP,期货,10,1.0,0.08,0.08
jd1707,鲜鸡蛋1707,DCE,CTP,期货,10,1.0,0.2,0.2
SPD TA712&TA804,跨期套利-TA712/TA804,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD TA712&TA805,跨期套利-TA712/TA805,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD TA712&TA806,跨期套利-TA712/TA806,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD TA712&TA801,跨期套利-TA712/TA801,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD TA712&TA802,跨期套利-TA712/TA802,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD TA712&TA803,跨期套利-TA712/TA803,CZCE,CTP,组合,1,2.0,0.0,0.0
cu1708C42000,cu1708C42000,INE,CTP,期权,5,1.0,,
SP jd1707&jd1711,SP jd1707&jd1711,DCE,CTP,组合,0,1.0,0.0,0.0
SP jd1707&jd1710,SP jd1707&jd1710,DCE,CTP,组合,0,1.0,0.0,0.0
SPC i1801&jm1801,SPC i1801&jm1801,DCE,CTP,组合,0,0.5,0.0,0.0
SP jd1707&jd1712,SP jd1707&jd1712,DCE,CTP,组合,0,1.0,0.0,0.0
SR709P5700,白糖709卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
pp1706,聚丙烯1706,DCE,CTP,期货,5,1.0,0.05,0.05
SP pp1710&pp1801,SP pp1710&pp1801,DCE,CTP,组合,0,1.0,0.0,0.0
SPD SM709&SM711,跨期套利-SM709/SM711,CZCE,CTP,组合,1,2.0,0.0,0.0
m1801-C-3050,m1801-C-3050,DCE,CTP,期权,10,0.5,0.0,0.0
TF1803,5年期国债1803,CFFEX,CTP,期货,10000,0.005,0.012,0.012
SPD ZC710&ZC806,跨期套利-ZC710/ZC806,CZCE,CTP,组合,1,0.2,0.0,0.0
SP j1709&j1709,SP j1709&j1709,DCE,CTP,组合,0,0.5,0.0,0.0
m1709-C-3150,m1709-C-3150,DCE,CTP,期权,10,0.5,0.0,0.0
SR809P5800,白糖809卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SR711P6900,白糖711卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
m1801-C-2650,m1801-C-2650,DCE,CTP,期权,10,0.5,0.0,0.0
im1712,im1712,INE,CTP,期货,10,0.2,,
cu1710C46000,cu1710C46000,INE,CTP,期权,5,1.0,,
SPD ZC710&ZC803,跨期套利-ZC710/ZC803,CZCE,CTP,组合,1,0.2,0.0,0.0
IPS SF710&SM710,跨品种套利-SF710/SM7,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD FG710&FG712,跨期套利-FG710/FG712,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG710&FG711,跨期套利-FG710/FG711,CZCE,CTP,组合,1,1.0,0.0,0.0
SP i1708&i1802,SP i1708&i1802,DCE,CTP,组合,0,0.5,0.0,0.0
SP i1708&i1801,SP i1708&i1801,DCE,CTP,组合,0,0.5,0.0,0.0
SP i1708&i1804,SP i1708&i1804,DCE,CTP,组合,0,0.5,0.0,0.0
SP i1708&i1805,SP i1708&i1805,DCE,CTP,组合,0,0.5,0.0,0.0
SR711P5900,白糖711卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD MA707&MA710,跨期套利-MA707/MA710,CZCE,CTP,组合,1,1.0,0.0,0.0
m1711-P-2550,m1711-P-2550,DCE,CTP,期权,10,0.5,0.0,0.0
cu1711C38500,cu1711C38500,INE,CTP,期权,5,1.0,,
WH707,优质强筋小麦707,CZCE,CTP,期货,20,1.0,0.2,0.2
SPD SF706&SF804,跨期套利-SF706/SF804,CZCE,CTP,组合,1,2.0,0.0,0.0
WH709,优质强筋小麦709,CZCE,CTP,期货,20,1.0,0.2,0.2
SPD SM709&SM806,跨期套利-SM709/SM806,CZCE,CTP,组合,1,2.0,0.0,0.0
m1801-C-2450,m1801-C-2450,DCE,CTP,期权,10,0.5,0.0,0.0
m1805-C-2400,m1805-C-2400,DCE,CTP,期权,10,0.5,0.0,0.0
cu1708C48500,cu1708C48500,INE,CTP,期权,5,1.0,,
cu1708C57000,cu1708C57000,INE,CTP,期权,5,1.0,,
m1708-C-2450,m1708-C-2450,DCE,CTP,期权,10,0.5,0.0,0.0
SR811C6700,白糖811买权,CZCE,CTP,期权,10,0.5,0.0,0.0
fuefp,fuefp,SHFE,CTP,未知,50,1.0,0.0,0.0
ZC707,动力煤ZC707,CZCE,CTP,期货,100,0.2,0.05,0.05
ZC706,动力煤ZC706,CZCE,CTP,期货,100,0.2,,
cu1708C45000,cu1708C45000,INE,CTP,期权,5,1.0,,
ZC709,动力煤709,CZCE,CTP,期货,100,0.2,0.08,0.08
ZC708,动力煤708,CZCE,CTP,期货,100,0.2,0.08,0.08
SPD RM711&RM803,跨期套利-RM711/RM803,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD RM711&RM801,跨期套利-RM711/RM801,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD RM711&RM805,跨期套利-RM711/RM805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPC y1709&p1701,SPC y1709&p1701,DCE,CTP,组合,0,2.0,0.0,0.0
m1805-P-2550,m1805-P-2550,DCE,CTP,期权,10,0.5,0.0,0.0
SR811P6900,白糖811卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1710C41000,cu1710C41000,INE,CTP,期权,5,1.0,,
SPD MA706&MA805,跨期套利-MA706/MA805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD MA706&MA804,跨期套利-MA706/MA804,CZCE,CTP,组合,1,1.0,0.0,0.0
cu1707C42000,cu1707C42000,INE,CTP,期权,5,1.0,,
SPD MA706&MA802,跨期套利-MA706/MA802,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD MA706&MA801,跨期套利-MA706/MA801,CZCE,CTP,组合,1,1.0,0.0,0.0
cu1711C37500,cu1711C37500,INE,CTP,期权,5,1.0,,
cu1710C40500,cu1710C40500,INE,CTP,期权,5,1.0,,
m1712-P-2950,m1712-P-2950,DCE,CTP,期权,10,0.5,0.0,0.0
cu1711P41000,cu1711P41000,INE,CTP,期权,5,1.0,,
sn1802,锡1802,SHFE,CTP,期货,1,10.0,0.08,0.08
sn1803,锡1803,SHFE,CTP,期货,1,10.0,0.08,0.08
sn1801,锡1801,SHFE,CTP,期货,1,10.0,0.08,0.08
sn1806,锡1806,SHFE,CTP,期货,1,10.0,0.08,0.08
SP y1709&y1709,SP y1709&y1709,DCE,CTP,组合,0,2.0,0.0,0.0
sn1804,锡1804,SHFE,CTP,期货,1,10.0,0.08,0.08
sn1805,锡1805,SHFE,CTP,期货,1,10.0,0.08,0.08
SPD RI801&RI803,跨期套利-RI801/RI803,CZCE,CTP,组合,1,1.0,0.0,0.0
au1710P70,au1710P70,INE,CTP,期权,1000,0.01,,
cu1711C33500,cu1711C33500,INE,CTP,期权,5,1.0,,
au1710P75,au1710P75,INE,CTP,期权,1000,0.01,,
SP l1709&l1711,SP l1709&l1711,DCE,CTP,组合,0,5.0,0.0,0.0
m1803-C-2700,m1803-C-2700,DCE,CTP,期权,10,0.5,0.0,0.0
SR809P6900,白糖809卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD MA706&MA711,跨期套利-MA706/MA711,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD MA706&MA710,跨期套利-MA706/MA710,CZCE,CTP,组合,1,1.0,0.0,0.0
SP l1706&l1709,SP l1706&l1709,DCE,CTP,组合,0,5.0,0.0,0.0
SPD SM802&SM805,跨期套利-SM802/SM805,CZCE,CTP,组合,1,2.0,0.0,0.0
SR803C6200,白糖803买权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1709C58000,cu1709C58000,INE,CTP,期权,5,1.0,,
SPC a1709&m1609,SPC a1709&m1609,DCE,CTP,组合,0,1.0,0.0,0.0
SP i1801&i1801,SP i1801&i1801,DCE,CTP,组合,0,0.5,0.0,0.0
SP i1801&i1803,SP i1801&i1803,DCE,CTP,组合,0,0.5,0.0,0.0
SP i1801&i1804,SP i1801&i1804,DCE,CTP,组合,0,0.5,0.0,0.0
SP i1801&i1805,SP i1801&i1805,DCE,CTP,组合,0,0.5,0.0,0.0
SPD ZC708&ZC805,跨期套利-ZC708/ZC805,CZCE,CTP,组合,1,0.2,0.0,0.0
SPD FG709&FG801,跨期套利-FG709/FG801,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG709&FG802,跨期套利-FG709/FG802,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG709&FG803,跨期套利-FG709/FG803,CZCE,CTP,组合,1,1.0,0.0,0.0
SR807P6600,白糖807卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD FG709&FG805,跨期套利-FG709/FG805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD ZC708&ZC803,跨期套利-ZC708/ZC803,CZCE,CTP,组合,1,0.2,0.0,0.0
SPD ZC708&ZC802,跨期套利-ZC708/ZC802,CZCE,CTP,组合,1,0.2,0.0,0.0
SR807C6800,白糖807买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPD MA710&MA806,跨期套利-MA710/MA806,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD JR709&JR711,跨期套利-JR709/JR711,CZCE,CTP,组合,1,1.0,0.0,0.0
m1712-P-2650,m1712-P-2650,DCE,CTP,期权,10,0.5,0.0,0.0
m1712-P-2550,m1712-P-2550,DCE,CTP,期权,10,0.5,0.0,0.0
m1801-P-3000,m1801-P-3000,DCE,CTP,期权,10,0.5,0.0,0.0
IPS SF801&SM801,跨品种套利-SF801/SM8,CZCE,CTP,组合,1,2.0,0.0,0.0
SP a1709&a1803,SP a1709&a1803,DCE,CTP,组合,0,1.0,0.0,0.0
SPC l1805&pp1805,SPC l1805&pp1805,DCE,CTP,组合,0,5.0,0.0,0.0
SR803P5700,白糖803卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SP i1803&i1804,SP i1803&i1804,DCE,CTP,组合,0,0.5,0.0,0.0
SPC a1707&m1707,SPC a1707&m1707,DCE,CTP,组合,0,1.0,0.0,0.0
SPC a1707&m1705,SPC a1707&m1705,DCE,CTP,组合,0,1.0,0.0,0.0
cu1708C43500,cu1708C43500,INE,CTP,期权,5,1.0,,
SP j1712&j1801,SP j1712&j1801,DCE,CTP,组合,0,0.5,0.0,0.0
au1707,黄金1707,SHFE,CTP,期货,1000,0.05,0.15,0.15
SPD JR707&JR805,跨期套利-JR707/JR805,CZCE,CTP,组合,1,1.0,0.0,0.0
cu1707C36000,cu1707C36000,INE,CTP,期权,5,1.0,,
cu1707P40000,cu1707P40000,INE,CTP,期权,5,1.0,,
SPC v1709&pp1705,SPC v1709&pp1705,DCE,CTP,组合,0,5.0,0.0,0.0
cu1708C38500,cu1708C38500,INE,CTP,期权,5,1.0,,
SPC v1709&pp1701,SPC v1709&pp1701,DCE,CTP,组合,0,5.0,0.0,0.0
cu1710C44500,cu1710C44500,INE,CTP,期权,5,1.0,,
au1710P90,au1710P90,INE,CTP,期权,1000,0.01,,
au1710P95,au1710P95,INE,CTP,期权,1000,0.01,,
SPC v1709&pp1709,SPC v1709&pp1709,DCE,CTP,组合,0,5.0,0.0,0.0
m1709-P-3100,m1709-P-3100,DCE,CTP,期权,10,0.5,0.0,0.0
SR807C5700,白糖807买权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1707P33000,cu1707P33000,INE,CTP,期权,5,1.0,,
SR811P6300,白糖811卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SR811P5900,白糖811卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SP b1709&b1805,SP b1709&b1805,DCE,CTP,组合,0,1.0,0.0,0.0
FG710,玻璃710,CZCE,CTP,期货,20,1.0,0.06999999999999999,0.06999999999999999
SP b1709&b1801,SP b1709&b1801,DCE,CTP,组合,0,1.0,0.0,0.0
SPD JR709&JR801,跨期套利-JR709/JR801,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD JR709&JR803,跨期套利-JR709/JR803,CZCE,CTP,组合,1,1.0,0.0,0.0
m1712-P-2600,m1712-P-2600,DCE,CTP,期权,10,0.5,0.0,0.0
SPD JR709&JR805,跨期套利-JR709/JR805,CZCE,CTP,组合,1,1.0,0.0,0.0
SR801C7200,白糖801买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SP fb1801&fb1805,SP fb1801&fb1805,DCE,CTP,组合,0,0.05,0.0,0.0
m1711-P-2800,m1711-P-2800,DCE,CTP,期权,10,0.5,0.0,0.0
m1708-C-2550,m1708-C-2550,DCE,CTP,期权,10,0.5,0.0,0.0
SP a1709&a1807,SP a1709&a1807,DCE,CTP,组合,0,1.0,0.0,0.0
SP m1708&m1709,SP m1708&m1709,DCE,CTP,组合,0,1.0,0.0,0.0
cu1709C48500,cu1709C48500,INE,CTP,期权,5,1.0,,
m1803-C-2450,m1803-C-2450,DCE,CTP,期权,10,0.5,0.0,0.0
SR809C6400,白糖809买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SP pp1706&pp1709,SP pp1706&pp1709,DCE,CTP,组合,0,1.0,0.0,0.0
SPD SF708&SF709,跨期套利-SF708/SF709,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD MA708&MA802,跨期套利-MA708/MA802,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD SM710&SM806,跨期套利-SM710/SM806,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SM710&SM804,跨期套利-SM710/SM804,CZCE,CTP,组合,1,2.0,0.0,0.0
m1803-C-2850,m1803-C-2850,DCE,CTP,期权,10,0.5,0.0,0.0
SPD SM710&SM802,跨期套利-SM710/SM802,CZCE,CTP,组合,1,2.0,0.0,0.0
SPC i1709&j1801,SPC i1709&j1801,DCE,CTP,组合,0,0.5,0.0,0.0
SPD SM710&SM801,跨期套利-SM710/SM801,CZCE,CTP,组合,1,2.0,0.0,0.0
SR807P5700,白糖807卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SR709P6600,白糖709卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
jd1712,鲜鸡蛋1712,DCE,CTP,期货,10,1.0,0.08,0.08
jd1711,鲜鸡蛋1711,DCE,CTP,期货,10,1.0,0.08,0.08
jd1710,鲜鸡蛋1710,DCE,CTP,期货,10,1.0,0.08,0.08
SP p1711&p1712,SP p1711&p1712,DCE,CTP,组合,0,2.0,0.0,0.0
SPC y1709&p1709,SPC y1709&p1709,DCE,CTP,组合,0,2.0,0.0,0.0
SPC y1709&p1705,SPC y1709&p1705,DCE,CTP,组合,0,2.0,0.0,0.0
SR807C5900,白糖807买权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1708C54000,cu1708C54000,INE,CTP,期权,5,1.0,,
SPD SF707&SF709,跨期套利-SF707/SF709,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SF707&SF708,跨期套利-SF707/SF708,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD WH801&WH805,跨期套利-WH801/WH805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD WH801&WH803,跨期套利-WH801/WH803,CZCE,CTP,组合,1,1.0,0.0,0.0
SR801P6500,白糖801卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
cueof,cueof,INE,CTP,未知,5,0.01,,
SP i1805&i1805,SP i1805&i1805,DCE,CTP,组合,0,0.5,0.0,0.0
m1711-P-2700,m1711-P-2700,DCE,CTP,期权,10,0.5,0.0,0.0
SPD MA710&MA804,跨期套利-MA710/MA804,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD MA710&MA805,跨期套利-MA710/MA805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD MA710&MA802,跨期套利-MA710/MA802,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD MA710&MA803,跨期套利-MA710/MA803,CZCE,CTP,组合,1,1.0,0.0,0.0
SP j1709&j1711,SP j1709&j1711,DCE,CTP,组合,0,0.5,0.0,0.0
SPD MA710&MA801,跨期套利-MA710/MA801,CZCE,CTP,组合,1,1.0,0.0,0.0
SR805C5700,白糖805买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SPC c1711&cs1711,SPC c1711&cs1711,DCE,CTP,组合,0,1.0,0.0,0.0
SPD SR803&SR805,跨期套利-SR803/SR805,CZCE,CTP,组合,1,1.0,0.0,0.0
m1708-P-2850,m1708-P-2850,DCE,CTP,期权,10,0.5,0.0,0.0
SPD MA801&MA805,跨期套利-MA801/MA805,CZCE,CTP,组合,1,1.0,0.0,0.0
cu1710P43000,cu1710P43000,INE,CTP,期权,5,1.0,,
m1803-P-2800,m1803-P-2800,DCE,CTP,期权,10,0.5,0.0,0.0
m1708-P-2450,m1708-P-2450,DCE,CTP,期权,10,0.5,0.0,0.0
cu1707P36500,cu1707P36500,INE,CTP,期权,5,1.0,,
WH711,优质强筋小麦711,CZCE,CTP,期货,20,1.0,0.2,0.2
SR709P6800,白糖709卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
m1708-C-3000,m1708-C-3000,DCE,CTP,期权,10,0.5,0.0,0.0
au1710P100,au1710P100,INE,CTP,期权,1000,0.01,,
CF709,一号棉花709,CZCE,CTP,期货,5,5.0,0.06999999999999999,0.06999999999999999
au1710P105,au1710P105,INE,CTP,期权,1000,0.01,,
CF707,一号棉花707,CZCE,CTP,期货,5,5.0,0.2,0.2
cu1708C53000,cu1708C53000,INE,CTP,期权,5,1.0,,
SR801C6000,白糖801买权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1708C47500,cu1708C47500,INE,CTP,期权,5,1.0,,
SPD RM801&RM803,跨期套利-RM801/RM803,CZCE,CTP,组合,1,1.0,0.0,0.0
m1712-C-2650,m1712-C-2650,DCE,CTP,期权,10,0.5,0.0,0.0
cu1708C41000,cu1708C41000,INE,CTP,期权,5,1.0,,
cu1707C38500,cu1707C38500,INE,CTP,期权,5,1.0,,
cu1710P55000,cu1710P55000,INE,CTP,期权,5,1.0,,
SPD MA803&MA804,跨期套利-MA803/MA804,CZCE,CTP,组合,1,1.0,0.0,0.0
ZC712,动力煤712,CZCE,CTP,期货,100,0.2,0.08,0.08
RI709,早籼稻709,CZCE,CTP,期货,20,1.0,0.05,0.05
ZC711,动力煤711,CZCE,CTP,期货,100,0.2,0.08,0.08
RI707,早籼稻707,CZCE,CTP,期货,20,1.0,0.2,0.2
SPD SM801&SM802,跨期套利-SM801/SM802,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SM801&SM806,跨期套利-SM801/SM806,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SM801&SM805,跨期套利-SM801/SM805,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD SM801&SM804,跨期套利-SM801/SM804,CZCE,CTP,组合,1,2.0,0.0,0.0
SP b1801&b1805,SP b1801&b1805,DCE,CTP,组合,0,1.0,0.0,0.0
m1711-P-3050,m1711-P-3050,DCE,CTP,期权,10,0.5,0.0,0.0
cu1707C46000,cu1707C46000,INE,CTP,期权,5,1.0,,
SPC a1807&m1803,SPC a1807&m1803,DCE,CTP,组合,0,1.0,0.0,0.0
cu1712P38500,cu1712P38500,INE,CTP,期权,5,1.0,,
SPD FG707&FG709,跨期套利-FG707/FG709,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG707&FG708,跨期套利-FG707/FG708,CZCE,CTP,组合,1,1.0,0.0,0.0
m1708-P-2750,m1708-P-2750,DCE,CTP,期权,10,0.5,0.0,0.0
SPD FG712&FG801,跨期套利-FG712/FG801,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG712&FG802,跨期套利-FG712/FG802,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG712&FG803,跨期套利-FG712/FG803,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG712&FG804,跨期套利-FG712/FG804,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG712&FG805,跨期套利-FG712/FG805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD FG712&FG806,跨期套利-FG712/FG806,CZCE,CTP,组合,1,1.0,0.0,0.0
m1805-C-2700,m1805-C-2700,DCE,CTP,期权,10,0.5,0.0,0.0
cu1708C39000,cu1708C39000,INE,CTP,期权,5,1.0,,
SR811C6600,白糖811买权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1707C37500,cu1707C37500,INE,CTP,期权,5,1.0,,
SR809C6300,白糖809买权,CZCE,CTP,期权,10,0.5,0.0,0.0
SR811,白砂糖811,CZCE,CTP,期货,10,1.0,0.05,0.05
SP y1709&y1712,SP y1709&y1712,DCE,CTP,组合,0,2.0,0.0,0.0
m1801-C-2550,m1801-C-2550,DCE,CTP,期权,10,0.5,0.0,0.0
au1710P65,au1710P65,INE,CTP,期权,1000,0.01,,
SR709C6300,白糖709买权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1708P44000,cu1708P44000,INE,CTP,期权,5,1.0,,
SP jm1706&jm1711,SP jm1706&jm1711,DCE,CTP,组合,0,0.5,0.0,0.0
SPD MA706&MA708,跨期套利-MA706/MA708,CZCE,CTP,组合,1,1.0,0.0,0.0
SP cs1707&cs1711,SP cs1707&cs1711,DCE,CTP,组合,0,1.0,0.0,0.0
SR801C6300,白糖801买权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1708P45000,cu1708P45000,INE,CTP,期权,5,1.0,,
SR809P6000,白糖809卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1708P50000,cu1708P50000,INE,CTP,期权,5,1.0,,
m1805-P-2450,m1805-P-2450,DCE,CTP,期权,10,0.5,0.0,0.0
FG803,玻璃803,CZCE,CTP,期货,20,1.0,0.06999999999999999,0.06999999999999999
SR807C5800,白糖807买权,CZCE,CTP,期权,10,0.5,0.0,0.0
m1803-C-2600,m1803-C-2600,DCE,CTP,期权,10,0.5,0.0,0.0
FG801,玻璃801,CZCE,CTP,期货,20,1.0,0.06999999999999999,0.06999999999999999
m1708-C-2600,m1708-C-2600,DCE,CTP,期权,10,0.5,0.0,0.0
SR809P6800,白糖809卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
FG806,玻璃806,CZCE,CTP,期货,20,1.0,0.06999999999999999,0.06999999999999999
m1801-C-2950,m1801-C-2950,DCE,CTP,期权,10,0.5,0.0,0.0
SR711P6800,白糖711卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SR803C6300,白糖803买权,CZCE,CTP,期权,10,0.5,0.0,0.0
FG804,玻璃804,CZCE,CTP,期货,20,1.0,0.06999999999999999,0.06999999999999999
cu1710C50000,cu1710C50000,INE,CTP,期权,5,1.0,,
SPD JR803&JR805,跨期套利-JR803/JR805,CZCE,CTP,组合,1,1.0,0.0,0.0
SP p1706&p1801,SP p1706&p1801,DCE,CTP,组合,0,2.0,0.0,0.0
SR801P7000,白糖801卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
rb1801,螺纹钢1801,SHFE,CTP,期货,10,1.0,0.09,0.09
SR711C7100,白糖711买权,CZCE,CTP,期权,10,0.5,0.0,0.0
rb1803,螺纹钢1803,SHFE,CTP,期货,10,1.0,0.09,0.09
rb1802,螺纹钢1802,SHFE,CTP,期货,10,1.0,0.09,0.09
rb1805,螺纹钢1805,SHFE,CTP,期货,10,1.0,0.09,0.09
rb1804,螺纹钢1804,SHFE,CTP,期货,10,1.0,0.09,0.09
rb1806,螺纹钢1806,SHFE,CTP,期货,10,1.0,0.09,0.09
cu1707P44000,cu1707P44000,INE,CTP,期权,5,1.0,,
cu1711P33000,cu1711P33000,INE,CTP,期权,5,1.0,,
SP p1709&p1801,SP p1709&p1801,DCE,CTP,组合,0,2.0,0.0,0.0
SR807C6900,白糖807买权,CZCE,CTP,期权,10,0.5,0.0,0.0
cu1707P31500,cu1707P31500,INE,CTP,期权,5,1.0,,
SP p1709&p1804,SP p1709&p1804,DCE,CTP,组合,0,2.0,0.0,0.0
SPD TA710&TA712,跨期套利-TA710/TA712,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD TA802&TA806,跨期套利-TA802/TA806,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD TA710&TA711,跨期套利-TA710/TA711,CZCE,CTP,组合,1,2.0,0.0,0.0
au1710P80,au1710P80,INE,CTP,期权,1000,0.01,,
SPD PM707&PM805,跨期套利-PM707/PM805,CZCE,CTP,组合,1,1.0,0.0,0.0
SPC l1801&v1709,SPC l1801&v1709,DCE,CTP,组合,0,5.0,0.0,0.0
SPD PM707&PM803,跨期套利-PM707/PM803,CZCE,CTP,组合,1,1.0,0.0,0.0
SPD SF805&SF806,跨期套利-SF805/SF806,CZCE,CTP,组合,1,2.0,0.0,0.0
SPD PM707&PM801,跨期套利-PM707/PM801,CZCE,CTP,组合,1,1.0,0.0,0.0
SP l1707&l1709,SP l1707&l1709,DCE,CTP,组合,0,5.0,0.0,0.0
m1711-C-2850,m1711-C-2850,DCE,CTP,期权,10,0.5,0.0,0.0
m1711-C-2500,m1711-C-2500,DCE,CTP,期权,10,0.5,0.0,0.0
SPC a1707&m1609,SPC a1707&m1609,DCE,CTP,组合,0,1.0,0.0,0.0
SPC a1707&m1608,SPC a1707&m1608,DCE,CTP,组合,0,1.0,0.0,0.0
cu1711P40500,cu1711P40500,INE,CTP,期权,5,1.0,,
SP j1801&j1805,SP j1801&j1805,DCE,CTP,组合,0,0.5,0.0,0.0
m1803-P-2650,m1803-P-2650,DCE,CTP,期权,10,0.5,0.0,0.0
SR811C7000,白糖811买权,CZCE,CTP,期权,10,0.5,0.0,0.0
au1804C70,au1804C70,INE,CTP,期权,1000,0.01,,
cu1709C44500,cu1709C44500,INE,CTP,期权,5,1.0,,
SPD SF802&SF806,跨期套利-SF802/SF806,CZCE,CTP,组合,1,2.0,0.0,0.0
au1804C75,au1804C75,INE,CTP,期权,1000,0.01,,
sc1812,原油1812,INE,CTP,期货,1000,0.1,0.05,0.05
SPD SF802&SF803,跨期套利-SF802/SF803,CZCE,CTP,组合,1,2.0,0.0,0.0
cs1709,玉米淀粉1709,DCE,CTP,期货,10,1.0,0.06999999999999999,0.06999999999999999
cs1707,玉米淀粉1707,DCE,CTP,期货,10,1.0,0.2,0.2
SP i1706&i1801,SP i1706&i1801,DCE,CTP,组合,0,0.5,0.0,0.0
au1804,黄金1804,SHFE,CTP,期货,1000,0.05,0.06,0.06
SPD SM710&SM803,跨期套利-SM710/SM803,CZCE,CTP,组合,1,2.0,0.0,0.0
pbefp,pbefp,SHFE,CTP,未知,5,5.0,0.0,0.0
SPD MA805&MA806,跨期套利-MA805/MA806,CZCE,CTP,组合,1,1.0,0.0,0.0
SR807P5800,白糖807卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SR811P5800,白糖811卖权,CZCE,CTP,期权,10,0.5,0.0,0.0
SP a1709&a1711,SP a1709&a1711,DCE,CTP,组合,0,1.0,0.0,0.0
m1711-P-2950,m1711-P-2950,DCE,CTP,期权,10,0.5,0.0,0.0
